         1066820 function calls (925954 primitive calls) in 1.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 iterable.py:78(Generator)
        1    0.000    0.000    0.000    0.000 iterable.py:219(_BaseComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:228(ListComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:249(_DictKeyMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:566(MergedArray)
        1    0.000    0.000    0.000    0.000 iterable.py:621(Slice)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:133(_DynamicArrayAdditions)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:200(ListModification)
        1    0.000    0.000    0.000    0.000 function.py:27(LambdaName)
        1    0.000    0.000    0.000    0.000 function.py:43(FunctionAndClassBase)
        1    0.000    0.000    0.000    0.000 function.py:102(FunctionValue)
        1    0.000    0.000    0.000    0.000 function.py:147(FunctionNameInClass)
        1    0.000    0.000    0.000    0.000 function.py:363(AnonymousFunctionExecution)
        1    0.000    0.000    0.000    0.000 function.py:380(OverloadedFunctionValue)
        1    0.000    0.000    0.000    0.000 generics.py:26(_AbstractGenericManager)
        1    0.000    0.000    0.000    0.000 generics.py:81(TupleGenericManager)
        1    0.000    0.000    0.000    0.000 instance.py:26(InstanceExecutedParamName)
        1    0.000    0.000    0.000    0.000 instance.py:137(CompiledInstance)
        1    0.000    0.000    0.000    0.000 instance.py:398(AnonymousInstance)
        1    0.000    0.000    0.000    0.000 instance.py:402(CompiledInstanceName)
        1    0.000    0.000    0.000    0.000 instance.py:423(CompiledInstanceClassFilter)
        1    0.000    0.000    0.000    0.000 instance.py:501(SelfName)
        1    0.000    0.000    0.000    0.000 instance.py:536(InstanceClassFilter)
        1    0.000    0.000    0.000    0.000 instance.py:562(SelfAttributeFilter)
        1    0.000    0.000    0.000    0.000 instance.py:609(InstanceArguments)
        1    0.000    0.000    0.000    0.000 typing.py:95(TypingModuleFilterWrapper)
        1    0.000    0.000    0.000    0.000 typing.py:99(TypingValueWithIndex)
        1    0.000    0.000    0.000    0.000 typing.py:143(ProxyTypingValue)
        1    0.000    0.000    0.000    0.000 typing.py:168(_TypingClassMixin)
        1    0.000    0.000    0.000    0.000 typing.py:227(Callable)
        1    0.000    0.000    0.000    0.000 typing.py:244(Tuple)
        1    0.000    0.000    0.000    0.000 typing.py:307(NewTypeFunction)
        1    0.000    0.000    0.000    0.000 typing.py:338(CastFunction)
        1    0.000    0.000    0.000    0.000 base.py:13(_BoundTypeVarName)
        1    0.000    0.000    0.000    0.000 base.py:41(_TypeVarFilter)
        1    0.000    0.000    0.000    0.000 base.py:71(_AnnotatedClassContext)
        1    0.000    0.000    0.000    0.000 base.py:154(GenericClass)
        1    0.000    0.000    0.000    0.000 base.py:192(_LazyGenericBaseClass)
        1    0.000    0.000    0.000    0.000 base.py:243(_PseudoTreeNameClass)
        1    0.000    0.000    0.000    0.000 base.py:292(BaseTypingValue)
        1    0.000    0.000    0.000    0.000 type_var.py:51(TypeVar)
        1    0.000    0.000    0.000    0.000 syntax_tree.py:813(ContextualizedSubscriptListNode)
        1    0.000    0.000    0.000    0.000 param.py:21(ExecutedParamName)
        1    0.000    0.000    0.000    0.000 decorator.py:9(Decoratee)
        3    0.000    0.000    0.000    0.000 completion_cache.py:12(_create_get_from_cache)
        1    0.000    0.000    0.000    0.000 completion_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:195(CallDetails)
        1    0.000    0.000    0.000    0.000 mixed.py:93(MixedContext)
        1    0.000    0.000    0.000    0.000 mixed.py:103(MixedName)
        1    0.000    0.000    0.000    0.000 mixed.py:132(MixedObjectFilter)
        1    0.000    0.000    0.000    0.000 completion.py:103(Completion)
        1    0.000    0.000    0.000    0.000 file_name.py:10(PathName)
        1    0.000    0.000    0.000    0.000 environment.py:33(_BaseEnvironment)
        1    0.000    0.000    0.000    0.000 __init__.py:96(InferenceStateSameProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InferenceStateSubprocess)
        1    0.000    0.000    0.000    0.000 __init__.py:286(Listener)
        1    0.000    0.000    0.000    0.000 stdlib.py:359(ClassMethodGet)
        1    0.000    0.000    0.000    0.000 stdlib.py:372(ClassMethodArguments)
        1    0.000    0.000    0.000    0.000 stdlib.py:476(PartialObject)
        1    0.000    0.000    0.000    0.000 stdlib.py:608(DataclassParamName)
        1    0.000    0.000    0.000    0.000 stdlib.py:662(Wrapped)
        1    0.000    0.000    0.000    0.000 stdlib.py:782(get_metaclass_filters)
        1    0.000    0.000    0.000    0.000 stdlib.py:795(EnumInstance)
        1    0.000    0.000    0.000    0.000 pytest.py:17(execute)
        1    0.000    0.000    0.000    0.000 pytest.py:29(infer_anonymous_param)
        1    0.000    0.000    0.000    0.000 pytest.py:65(goto_anonymous_param)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-25>:1(<module>)
        1    0.000    0.000    0.000    0.000 prompts.py:13(Prompts)
        1    0.000    0.000    0.000    0.000 prompts.py:60(ClassicPrompts)
        1    0.000    0.000    0.000    0.000 ipapp.py:63(IPAppCrashHandler)
        1    0.000    0.000    0.000    0.000 ipapp.py:165(LocateIPythonApp)
        1    0.000    0.000    0.000    0.000 __init__.py:35(UserMagics)
        1    0.000    0.000    0.000    0.000 basic.py:20(MagicsDisplay)
        1    0.000    0.000    0.000    0.000 basic.py:584(AsyncMagics)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-30>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-31>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-32>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-33>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-34>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-35>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-38>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-39>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-40>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-41>:1(<module>)
        1    0.000    0.000    0.000    0.000 code.py:167(InteractivelyDefined)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1196(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1344(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1353(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1368(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1434(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1442(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1448(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-43>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 execution.py:66(TimeitResult)
        1    0.000    0.000    0.000    0.000 execution.py:148(Timer)
        1    0.000    0.000    0.000    0.000 timeit.py:82(Timer)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 module_paths.py:7(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-57>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-58>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-61>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-63>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-66>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-69>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-72>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-75>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-81>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-86>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-89>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-99>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-90>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-91>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-92>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-94>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-103>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-105>:1(<module>)
        1    0.000    0.000    0.000    0.000 packaging.py:57(PackagingMagics)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-107>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-108>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-109>:1(<module>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:357(BackgroundJobBase)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:468(BackgroundJobFunc)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-112>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-114>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-116>:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        5    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 os.py:804(fsencode)
        1    0.000    0.000    0.000    0.000 os.py:1017(__getattr__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 contextlib.py:243(asynccontextmanager)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        1    0.000    0.000    0.000    0.000 __init__.py:1662(RootLogger)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 traitlets.py:87(TraitError)
        1    0.000    0.000    0.000    0.000 traitlets.py:214(_SimpleTest)
        1    0.000    0.000    0.000    0.000 traitlets.py:917(ObserveHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:927(ValidateHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:1497(ClassBasedTraitType)
        1    0.000    0.000    0.000    0.000 traitlets.py:1721(ForwardDeclaredType)
        1    0.000    0.000    0.000    0.000 traitlets.py:1728(ForwardDeclaredInstance)
        1    0.000    0.000    0.000    0.000 traitlets.py:1826(Any)
        1    0.000    0.000    0.000    0.000 traitlets.py:1874(CInt)
        1    0.000    0.000    0.000    0.000 traitlets.py:1980(CFloat)
        1    0.000    0.000    0.000    0.000 traitlets.py:1991(Complex)
        1    0.000    0.000    0.000    0.000 traitlets.py:2029(CBytes)
        1    0.000    0.000    0.000    0.000 traitlets.py:2104(Bool)
        1    0.000    0.000    0.000    0.000 traitlets.py:2147(CaselessStrEnum)
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_robotparser)
        2    0.000    0.000    0.000    0.000 encoding.py:21(get_stream_enc)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:1573(_internal_poll)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 bunch.py:9(Bunch)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 configurable.py:22(ConfigurableError)
        1    0.000    0.000    0.000    0.000 loader.py:27(ConfigError)
        1    0.000    0.000    0.000    0.000 loader.py:30(ConfigLoaderError)
        1    0.000    0.000    0.000    0.000 loader.py:36(ArgumentError)
        1    0.000    0.000    0.000    0.000 loader.py:443(PyFileConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:492(CommandLineConfigLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:656(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:667(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:678(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:695(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:757(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:848(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:906(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:923(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:978(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1047(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1073(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1171(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1586(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 ast.py:247(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:284(NodeTransformer)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 ultratb.py:1424(ColorTB)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 coloransi.py:102(NoColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:175(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:36(OptionError)
        1    0.000    0.000    0.000    0.000 util.py:373(UnclosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 excolors.py:170(__init__)
        1    0.000    0.000    0.000    0.000 excolors.py:168(Deprec)
        1    0.000    0.000    0.000    0.000 pdb.py:85(Restart)
        1    0.000    0.000    0.000    0.000 codeop.py:127(Compile)
        1    0.000    0.000    0.000    0.000 codeop.py:142(CommandCompiler)
        1    0.000    0.000    0.000    0.000 process.py:24(FindCmdError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(EOF)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(TIMEOUT)
        1    0.000    0.000    0.000    0.000 expect.py:187(searcher_string)
        1    0.000    0.000    0.000    0.000 util.py:70(PtyProcessError)
        1    0.000    0.000    0.000    0.000 data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _sysinfo.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 embed.py:22(KillEmbedded)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:176(ArgDecorator)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:193(magic_arguments)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:237(argument)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:245(defaults)
        1    0.000    0.000    0.000    0.000 error.py:30(IPythonCoreError)
        1    0.000    0.000    0.000    0.000 error.py:34(TryNext)
        1    0.000    0.000    0.000    0.000 error.py:41(UsageError)
        1    0.000    0.000    0.000    0.000 text.py:487(EvalFormatter)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:392(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:544(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:982(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:992(PureWindowsPath)
        4    0.000    0.000    0.000    0.000 magic.py:271(no_var_expand)
        1    0.000    0.000    0.000    0.000 typing.py:882(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:889(_TypingEllipsis)
        6    0.000    0.000    0.000    0.000 typing.py:893(cast)
        1    0.000    0.000    0.000    0.000 typing.py:1163(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1359(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 display.py:716(Markdown)
        1    0.000    0.000    0.000    0.000 display.py:722(Math)
        1    0.000    0.000    0.000    0.000 display.py:732(Latex)
        1    0.000    0.000    0.000    0.000 display.py:912(GeoJSON)
        1    0.000    0.000    0.000    0.000 display.py:1308(Video)
        1    0.000    0.000    0.000    0.000 pretty.py:447(Breakable)
        2    0.000    0.000    0.000    0.000 pretty.py:546(_seq_pprinter_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:324(_automodule)
        1    0.000    0.000    0.000    0.000 python.py:512(PythonConsoleLexer)
        1    0.000    0.000    0.000    0.000 lexer.py:209(DelegatingLexer)
        1    0.000    0.000    0.000    0.000 lexer.py:248(include)
        1    0.000    0.000    0.000    0.000 lexer.py:255(_inherit)
       16    0.000    0.000    0.000    0.000 lexer.py:273(__init__)
        1    0.000    0.000    0.000    0.000 lexer.py:265(combined)
        1    0.000    0.000    0.000    0.000 lexer.py:331(_This)
        1    0.000    0.000    0.000    0.000 lexer.py:389(default)
        1    0.000    0.000    0.000    0.000 lexer.py:585(RegexLexer)
        1    0.000    0.000    0.000    0.000 lexer.py:695(ExtendedRegexLexer)
        1    0.000    0.000    0.000    0.000 lexer.py:831(ProfilingRegexLexerMeta)
        1    0.000    0.000    0.000    0.000 lexer.py:853(ProfilingRegexLexer)
        1    0.000    0.000    0.000    0.000 filter.py:56(FunctionFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:67(CodeTagFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:98(KeywordCaseFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:126(NameHighlightFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:167(ErrorToken)
        1    0.000    0.000    0.000    0.000 __init__.py:171(RaiseOnErrorTokenFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:279(GobbleFilter)
        1    0.000    0.000    0.001    0.001 __init__.py:37(_load_formatters)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:241(SystemAssign)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:277(DummyMod)
        1    0.000    0.000    0.000    0.000 prefilter.py:35(PrefilterError)
        1    0.000    0.000    0.000    0.000 prefilter.py:422(IPyAutocallChecker)
        1    0.000    0.000    0.000    0.000 prefilter.py:436(AssignmentChecker)
        1    0.000    0.000    0.000    0.000 prefilter.py:454(AutoMagicChecker)
        1    0.000    0.000    0.000    0.000 autocall.py:31(IPyAutocall)
        1    0.000    0.000    0.000    0.000 alias.py:117(InvalidAliasError)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:16(__HideBuiltin)
        1    0.000    0.000    0.000    0.000 displayhook.py:314(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 formatters.py:217(FormatterWarning)
        1    0.000    0.000    0.000    0.000 formatters.py:738(SVGFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:848(JavascriptFormatter)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-17>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-24>:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:239(IFrame)
        1    0.000    0.000    0.000    0.000 display.py:275(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 display.py:315(VimeoVideo)
        1    0.000    0.000    0.000    0.000 display.py:324(ScribdDocument)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:20(appended_to_syspath)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:42(prepended_to_syspath)
        1    0.000    0.000    0.000    0.000 tempdir.py:11(NamedFileInTemporaryDirectory)
        1    0.000    0.000    0.000    0.000 contexts.py:63(NoOpContext)
        1    0.000    0.000    0.000    0.000 async_helpers.py:95(_AsyncSyntaxErrorVisitor)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:93(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:627(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 base_futures.py:13(InvalidStateError)
        1    0.000    0.000    0.000    0.000 events.py:24(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 events.py:674(_RunningLoop)
        1    0.000    0.000    0.000    0.000 protocols.py:64(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:160(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:44(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:136(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:158(DatagramTransport)
        1    0.000    0.000    0.000    0.000 locks.py:13(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 queues.py:15(QueueFull)
        1    0.000    0.000    0.000    0.000 queues.py:235(LifoQueue)
